FAAR;REGM    ;RKAL  ;FM;FD;DBNR  ;TUR;AM;AD;AH  ;LM;LD;LH  ;RE; MA;HA;   VAR;OMRA   ;OKSO;HO;LO;   LENG;BTON;TENH;HEST;FISK;       VEKT
2019;N 0020MS;3YCU  ;03;31;      ;   ;  ;  ;    ;  ;  ;    ;61;140;04;  7.03;IIa    ;NOR;05;15;   36.5; 490;    ;1000;1027;        100
2019;N 0020MS;3YCU  ;04;01;      ;   ;  ;  ;    ;  ;  ;    ;61;140;01;  1.35;IIa    ;NOR;05;15;   36.5; 490;    ;1000;1022;      10000
2019;N 0020MS;3YCU  ;04;01;      ;   ;  ;  ;    ;  ;  ;    ;61;140;01;  1.35;IIa    ;NOR;05;15;   36.5; 490;    ;1000;1032;       1000
2019;N 0020MS;3YCU  ;04;02;      ;   ;  ;  ;    ;  ;  ;    ;61;140;02;  2.38;IIa    ;NOR;00;46;   36.5; 490;    ;1000;    ;          0
2019;M 0012H ;3YNB  ;03;19;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 19.37;IIa    ;NOR;12;07;   51.3;1737;    ;2400;1061;        384
2019;M 0012H ;3YNB  ;03;19;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 19.37;IIa    ;NOR;12;07;   51.3;1737;    ;2400;1021;       2083
2019;M 0012H ;3YNB  ;03;20;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 20.15;IIa    ;NOR;12;01;   51.3;1737;    ;2400;1713;        162
2019;M 0012H ;3YNB  ;03;20;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 20.15;IIa    ;NOR;12;01;   51.3;1737;    ;2400;1712;        167
2019;M 0012H ;3YNB  ;03;20;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 20.15;IIa    ;NOR;12;01;   51.3;1737;    ;2400;1022;       3289
2019;M 0012H ;3YNB  ;03;20;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 20.15;IIa    ;NOR;12;01;   51.3;1737;    ;2400;2313;        325
2019;M 0012H ;3YNB  ;03;20;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 20.15;IIa    ;NOR;12;01;   51.3;1737;    ;2400;1027;        732
2019;M 0012H ;3YNB  ;03;20;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 20.15;IIa    ;NOR;12;01;   51.3;1737;    ;2400;1061;        128
2019;M 0012H ;3YNB  ;03;20;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 20.15;IIa    ;NOR;12;01;   51.3;1737;    ;2400;1021;        878
2019;M 0012H ;3YNB  ;03;21;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 21.57;IIa    ;NOR;12;07;   51.3;1737;    ;2400;1713;       1536
2019;M 0012H ;3YNB  ;03;21;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 21.57;IIa    ;NOR;12;07;   51.3;1737;    ;2400;1712;        222
2019;M 0012H ;3YNB  ;03;21;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 21.57;IIa    ;NOR;12;07;   51.3;1737;    ;2400;1022;       5015
2019;M 0012H ;3YNB  ;03;21;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 21.57;IIa    ;NOR;12;07;   51.3;1737;    ;2400;2313;         97
2019;M 0012H ;3YNB  ;03;21;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 21.57;IIa    ;NOR;12;07;   51.3;1737;    ;2400;1027;       2816
2019;M 0012H ;3YNB  ;03;21;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 21.57;IIa    ;NOR;12;07;   51.3;1737;    ;2400;1023;         31
2019;M 0012H ;3YNB  ;03;21;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 21.57;IIa    ;NOR;12;07;   51.3;1737;    ;2400;2202;        924
2019;M 0012H ;3YNB  ;03;21;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 21.57;IIa    ;NOR;12;07;   51.3;1737;    ;2400;1021;        643
2019;M 0012H ;3YNB  ;03;22;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  6.05;IIa    ;NOR;12;07;   51.3;1737;    ;2400;1713;        485
2019;M 0012H ;3YNB  ;03;22;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  6.05;IIa    ;NOR;12;07;   51.3;1737;    ;2400;1712;        611
2019;M 0012H ;3YNB  ;03;22;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  6.05;IIa    ;NOR;12;07;   51.3;1737;    ;2400;1022;       2437
2019;M 0012H ;3YNB  ;03;22;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  6.05;IIa    ;NOR;12;07;   51.3;1737;    ;2400;2313;         33
2019;M 0012H ;3YNB  ;03;22;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  6.05;IIa    ;NOR;12;07;   51.3;1737;    ;2400;1027;       1673
2019;M 0012H ;3YNB  ;03;22;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  6.05;IIa    ;NOR;12;07;   51.3;1737;    ;2400;2202;        594
2019;M 0012H ;3YNB  ;03;22;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  6.05;IIa    ;NOR;12;07;   51.3;1737;    ;2400;1021;        742
2019;M 0012H ;3YNB  ;03;26;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  18.6;IIa    ;NOR;06;02;   51.3;1737;    ;2400;3111;         64
2019;M 0012H ;3YNB  ;03;26;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  18.6;IIa    ;NOR;06;02;   51.3;1737;    ;2400;1027;        217
2019;M 0012H ;3YNB  ;03;26;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  18.6;IIa    ;NOR;06;02;   51.3;1737;    ;2400;1023;        801
2019;M 0012H ;3YNB  ;03;26;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  18.6;IIa    ;NOR;06;02;   51.3;1737;    ;2400;2202;        165
2019;M 0012H ;3YNB  ;03;26;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  18.6;IIa    ;NOR;06;02;   51.3;1737;    ;2400;1021;       1077
2019;M 0012H ;3YNB  ;03;27;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;    23;IIa    ;NOR;06;02;   51.3;1737;    ;2400;3111;        448
2019;M 0012H ;3YNB  ;03;27;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;    23;IIa    ;NOR;06;02;   51.3;1737;    ;2400;1025;        386
2019;M 0012H ;3YNB  ;03;27;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;    23;IIa    ;NOR;06;02;   51.3;1737;    ;2400;1027;        683
2019;M 0012H ;3YNB  ;03;27;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;    23;IIa    ;NOR;06;02;   51.3;1737;    ;2400;2311;        162
2019;M 0012H ;3YNB  ;03;27;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;    23;IIa    ;NOR;06;02;   51.3;1737;    ;2400;1023;       2027
2019;M 0012H ;3YNB  ;03;27;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;    23;IIa    ;NOR;06;02;   51.3;1737;    ;2400;2202;        297
2019;M 0012H ;3YNB  ;03;27;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;    23;IIa    ;NOR;06;02;   51.3;1737;    ;2400;1021;       7991
2019;M 0012H ;3YNB  ;03;28;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.52;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1713;         81
2019;M 0012H ;3YNB  ;03;28;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.52;IIa    ;NOR;06;07;   51.3;1737;    ;2400;3111;        320
2019;M 0012H ;3YNB  ;03;28;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.52;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1025;        805
2019;M 0012H ;3YNB  ;03;28;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.52;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1027;       1648
2019;M 0012H ;3YNB  ;03;28;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.52;IIa    ;NOR;06;07;   51.3;1737;    ;2400;2311;         81
2019;M 0012H ;3YNB  ;03;28;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.52;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1023;       1578
2019;M 0012H ;3YNB  ;03;28;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.52;IIa    ;NOR;06;07;   51.3;1737;    ;2400;2202;        198
2019;M 0012H ;3YNB  ;03;28;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.52;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1021;       5740
2019;M 0012H ;3YNB  ;03;29;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.88;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1713;         81
2019;M 0012H ;3YNB  ;03;29;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.88;IIa    ;NOR;06;07;   51.3;1737;    ;2400;3111;        128
2019;M 0012H ;3YNB  ;03;29;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.88;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1025;       1095
2019;M 0012H ;3YNB  ;03;29;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.88;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1027;       4928
2019;M 0012H ;3YNB  ;03;29;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.88;IIa    ;NOR;06;07;   51.3;1737;    ;2400;2311;         32
2019;M 0012H ;3YNB  ;03;29;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.88;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1023;        995
2019;M 0012H ;3YNB  ;03;29;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.88;IIa    ;NOR;06;07;   51.3;1737;    ;2400;2202;        627
2019;M 0012H ;3YNB  ;03;29;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.88;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1021;       5578
2019;M 0012H ;3YNB  ;03;30;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.28;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1024;         69
2019;M 0012H ;3YNB  ;03;30;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.28;IIa    ;NOR;06;07;   51.3;1737;    ;2400;3111;        192
2019;M 0012H ;3YNB  ;03;30;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.28;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1025;       1159
2019;M 0012H ;3YNB  ;03;30;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.28;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1027;       5346
2019;M 0012H ;3YNB  ;03;30;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.28;IIa    ;NOR;06;07;   51.3;1737;    ;2400;2311;         32
2019;M 0012H ;3YNB  ;03;30;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.28;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1023;        864
2019;M 0012H ;3YNB  ;03;30;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.28;IIa    ;NOR;06;07;   51.3;1737;    ;2400;2202;        660
2019;M 0012H ;3YNB  ;03;30;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.28;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1061;        192
2019;M 0012H ;3YNB  ;03;30;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.28;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1021;       5466
2019;M 0012H ;3YNB  ;03;31;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  22.9;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1024;         69
2019;M 0012H ;3YNB  ;03;31;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  22.9;IIa    ;NOR;06;07;   51.3;1737;    ;2400;3111;        320
2019;M 0012H ;3YNB  ;03;31;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  22.9;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1025;        612
2019;M 0012H ;3YNB  ;03;31;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  22.9;IIa    ;NOR;06;07;   51.3;1737;    ;2400;2313;         33
2019;M 0012H ;3YNB  ;03;31;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  22.9;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1027;       5217
2019;M 0012H ;3YNB  ;03;31;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  22.9;IIa    ;NOR;06;07;   51.3;1737;    ;2400;2311;         32
2019;M 0012H ;3YNB  ;03;31;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  22.9;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1023;        342
2019;M 0012H ;3YNB  ;03;31;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  22.9;IIa    ;NOR;06;07;   51.3;1737;    ;2400;2202;        396
2019;M 0012H ;3YNB  ;03;31;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  22.9;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1061;        320
2019;M 0012H ;3YNB  ;03;31;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  22.9;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1021;       4420
2019;M 0012H ;3YNB  ;04;01;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 21.95;IIa    ;NOR;06;07;   51.3;1737;    ;2400;3111;         64
2019;M 0012H ;3YNB  ;04;01;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 21.95;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1025;        290
2019;M 0012H ;3YNB  ;04;01;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 21.95;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1027;       4799
2019;M 0012H ;3YNB  ;04;01;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 21.95;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1023;        171
2019;M 0012H ;3YNB  ;04;01;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 21.95;IIa    ;NOR;06;07;   51.3;1737;    ;2400;2202;        429
2019;M 0012H ;3YNB  ;04;01;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 21.95;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1021;       2430
2019;M 0012H ;3YNB  ;04;02;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 23.02;IIa    ;NOR;06;07;   51.3;1737;    ;2400;3111;        128
2019;M 0012H ;3YNB  ;04;02;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 23.02;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1025;        515
2019;M 0012H ;3YNB  ;04;02;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 23.02;IIa    ;NOR;06;07;   51.3;1737;    ;2400;2313;         33
2019;M 0012H ;3YNB  ;04;02;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 23.02;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1027;       3542
2019;M 0012H ;3YNB  ;04;02;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 23.02;IIa    ;NOR;06;07;   51.3;1737;    ;2400;2311;         16
2019;M 0012H ;3YNB  ;04;02;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 23.02;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1023;        101
2019;M 0012H ;3YNB  ;04;02;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 23.02;IIa    ;NOR;06;07;   51.3;1737;    ;2400;2202;        495
2019;M 0012H ;3YNB  ;04;02;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 23.02;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1061;         64
2019;M 0012H ;3YNB  ;04;02;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 23.02;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1021;       2002
2019;M 0012H ;3YNB  ;04;03;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.75;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1024;        206
2019;M 0012H ;3YNB  ;04;03;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.75;IIa    ;NOR;06;07;   51.3;1737;    ;2400;3111;        128
2019;M 0012H ;3YNB  ;04;03;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.75;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1025;       1868
2019;M 0012H ;3YNB  ;04;03;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.75;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1027;       2802
2019;M 0012H ;3YNB  ;04;03;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.75;IIa    ;NOR;06;07;   51.3;1737;    ;2400;2311;        194
2019;M 0012H ;3YNB  ;04;03;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.75;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1023;        924
2019;M 0012H ;3YNB  ;04;03;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.75;IIa    ;NOR;06;07;   51.3;1737;    ;2400;2202;        825
2019;M 0012H ;3YNB  ;04;03;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.75;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1021;       6002
2019;M 0012H ;3YNB  ;04;04;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 23.57;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1024;         69
2019;M 0012H ;3YNB  ;04;04;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 23.57;IIa    ;NOR;06;07;   51.3;1737;    ;2400;3111;        192
2019;M 0012H ;3YNB  ;04;04;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 23.57;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1025;       1256
2019;M 0012H ;3YNB  ;04;04;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 23.57;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1027;       1321
2019;M 0012H ;3YNB  ;04;04;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 23.57;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1023;       1875
2019;M 0012H ;3YNB  ;04;04;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 23.57;IIa    ;NOR;06;07;   51.3;1737;    ;2400;2202;        495
2019;M 0012H ;3YNB  ;04;04;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 23.57;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1021;       5106
2019;M 0012H ;3YNB  ;04;05;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.77;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1024;         69
2019;M 0012H ;3YNB  ;04;05;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.77;IIa    ;NOR;06;07;   51.3;1737;    ;2400;3111;        192
2019;M 0012H ;3YNB  ;04;05;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.77;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1025;       2383
2019;M 0012H ;3YNB  ;04;05;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.77;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1027;       2384
2019;M 0012H ;3YNB  ;04;05;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.77;IIa    ;NOR;06;07;   51.3;1737;    ;2400;2311;         32
2019;M 0012H ;3YNB  ;04;05;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.77;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1023;       2520
2019;M 0012H ;3YNB  ;04;05;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.77;IIa    ;NOR;06;07;   51.3;1737;    ;2400;2202;        627
2019;M 0012H ;3YNB  ;04;05;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.77;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1021;       5243
2019;M 0012H ;3YNB  ;04;06;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  23.3;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1024;        137
2019;M 0012H ;3YNB  ;04;06;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  23.3;IIa    ;NOR;06;07;   51.3;1737;    ;2400;3111;        384
2019;M 0012H ;3YNB  ;04;06;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  23.3;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1025;        998
2019;M 0012H ;3YNB  ;04;06;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  23.3;IIa    ;NOR;06;07;   51.3;1737;    ;2400;2313;         32
2019;M 0012H ;3YNB  ;04;06;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  23.3;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1027;       7890
2019;M 0012H ;3YNB  ;04;06;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  23.3;IIa    ;NOR;06;07;   51.3;1737;    ;2400;2311;         81
2019;M 0012H ;3YNB  ;04;06;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  23.3;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1023;        797
2019;M 0012H ;3YNB  ;04;06;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  23.3;IIa    ;NOR;06;07;   51.3;1737;    ;2400;2202;        528
2019;M 0012H ;3YNB  ;04;06;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  23.3;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1061;        192
2019;M 0012H ;3YNB  ;04;06;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  23.3;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1021;       4759
2019;M 0012H ;3YNB  ;04;07;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  23.2;IIa    ;NOR;06;07;   51.3;1737;    ;2400;3111;        256
2019;M 0012H ;3YNB  ;04;07;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  23.2;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1025;        193
2019;M 0012H ;3YNB  ;04;07;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  23.2;IIa    ;NOR;06;07;   51.3;1737;    ;2400;2313;        128
2019;M 0012H ;3YNB  ;04;07;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  23.2;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1027;       5990
2019;M 0012H ;3YNB  ;04;07;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  23.2;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1023;         70
2019;M 0012H ;3YNB  ;04;07;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  23.2;IIa    ;NOR;06;07;   51.3;1737;    ;2400;2202;        462
2019;M 0012H ;3YNB  ;04;07;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  23.2;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1061;        320
2019;M 0012H ;3YNB  ;04;07;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  23.2;IIa    ;NOR;06;07;   51.3;1737;    ;2400;1021;       2705
2019;M 0012H ;3YNB  ;04;08;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.52;IIa    ;NOR;37;03;   51.3;1737;    ;2400;1024;         69
2019;M 0012H ;3YNB  ;04;08;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.52;IIa    ;NOR;37;03;   51.3;1737;    ;2400;3111;        128
2019;M 0012H ;3YNB  ;04;08;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.52;IIa    ;NOR;37;03;   51.3;1737;    ;2400;1025;         32
2019;M 0012H ;3YNB  ;04;08;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.52;IIa    ;NOR;37;03;   51.3;1737;    ;2400;2313;        679
2019;M 0012H ;3YNB  ;04;08;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.52;IIa    ;NOR;37;03;   51.3;1737;    ;2400;1027;       4992
2019;M 0012H ;3YNB  ;04;08;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.52;IIa    ;NOR;37;03;   51.3;1737;    ;2400;2311;         32
2019;M 0012H ;3YNB  ;04;08;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.52;IIa    ;NOR;37;03;   51.3;1737;    ;2400;2202;        264
2019;M 0012H ;3YNB  ;04;08;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.52;IIa    ;NOR;37;03;   51.3;1737;    ;2400;1061;       1600
2019;M 0012H ;3YNB  ;04;08;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01; 22.52;IIa    ;NOR;37;03;   51.3;1737;    ;2400;1021;       2499
2019;M 0012H ;3YNB  ;04;09;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  23.1;IIa    ;NOR;37;03;   51.3;1737;    ;2400;3111;        192
2019;M 0012H ;3YNB  ;04;09;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  23.1;IIa    ;NOR;37;03;   51.3;1737;    ;2400;1025;        258
2019;M 0012H ;3YNB  ;04;09;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  23.1;IIa    ;NOR;37;03;   51.3;1737;    ;2400;2313;        195
2019;M 0012H ;3YNB  ;04;09;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  23.1;IIa    ;NOR;37;03;   51.3;1737;    ;2400;1027;       6827
2019;M 0012H ;3YNB  ;04;09;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  23.1;IIa    ;NOR;37;03;   51.3;1737;    ;2400;2311;        194
2019;M 0012H ;3YNB  ;04;09;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  23.1;IIa    ;NOR;37;03;   51.3;1737;    ;2400;1023;        279
2019;M 0012H ;3YNB  ;04;09;      ;   ;  ;  ;    ;  ;  ;    ;32;   ;01;  23.1;IIa    ;NOR;37;03;   51.3;1737;    ;2400;2202;        330
